COUNTRYCODE,YEAR,POPULATION,GDPVALUE,PERCAPITAGDP
PRI,1919,1292000.0,,
PRI,1920,1312000.0,,
PRI,1921,1336000.0,,
PRI,1922,1359000.0,,
PRI,1923,1383000.0,,
PRI,1924,1407000.0,,
PRI,1925,1431000.0,,
PRI,1926,1455000.0,,
PRI,1927,1478000.0,,
PRI,1928,1502000.0,,
PRI,1929,1526000.0,,
PRI,1930,1552000.0,,
PRI,1931,1584000.0,,
PRI,1932,1615000.0,,
PRI,1933,1647000.0,,
PRI,1934,1679000.0,,
PRI,1935,1710000.0,,
PRI,1936,1743000.0,,
PRI,1937,1777000.0,,
PRI,1938,1810000.0,,
PRI,1939,1844000.0,,
PRI,1940,1880000.0,,
PRI,1941,1935000.0,,
PRI,1942,1987000.0,,
PRI,1943,2033000.0,,
PRI,1944,2062000.0,,
PRI,1945,2099000.0,,
PRI,1946,2141000.0,,
PRI,1947,2162000.0,,
PRI,1948,2187000.0,,
PRI,1949,2197000.0,,
PRI,1950,2218000.0,4755000000.0,2143.823264201984
PRI,1951,2235000.0,4929000000.0,2205.3691275167785
PRI,1952,2227000.0,5214000000.0,2341.2662775033677
PRI,1953,2204000.0,5445000000.0,2470.508166969147
PRI,1954,2214000.0,5669000000.0,2560.523938572719
PRI,1955,2250000.0,5961000000.0,2649.3333333333335
PRI,1956,2249000.0,6388000000.0,2840.3734993330368
PRI,1957,2260000.0,6708000000.0,2968.141592920354
PRI,1958,2299000.0,6901000000.0,3001.739886907351
PRI,1959,2322000.0,7521000000.0,3239.018087855297
PRI,1960,2358000.0,8066000000.0,3420.6955046649705
PRI,1961,2402514.0,8835000000.0,3677.3979256728576
PRI,1962,2448046.0,9500000000.0,3880.6460336121136
PRI,1963,2496601.0,10488000000.0,4200.911559356101
PRI,1964,2552181.0,11232000000.0,4400.941782734061
PRI,1965,2596774.0,12254000000.0,4718.932028740275
PRI,1966,2627368.0,13119000000.0,4993.209934809284
PRI,1967,2648961.0,13944000000.0,5263.950658390215
PRI,1968,2673568.0,14606000000.0,5463.111467522052
PRI,1969,2722232.0,15899000000.0,5840.428001727994
PRI,1970,2721754.0,17280000000.0,6348.84710374266
PRI,1971,2766299.0,18375000000.0,6642.448990510426
PRI,1972,2847132.0,19732000000.0,6930.483026427998
PRI,1973,2863420.0,20908000000.0,7301.758037591411
PRI,1974,2886600.0,20919000000.0,7246.934109332779
PRI,1975,2935124.0,20388000000.0,6946.214197424028
PRI,1976,3026125.0,21464000000.0,7092.899334958074
PRI,1977,3080828.0,22867000000.0,7422.355288902853
PRI,1978,3117884.0,24379000000.0,7819.084994823413
PRI,1979,3168446.0,25868000000.0,8164.254653543093
PRI,1980,3209648.0,26263000000.0,8182.51721061001
PRI,1981,3238968.0,26544000000.0,8195.20291648451
PRI,1982,3279001.0,25734000000.0,7848.12203472948
PRI,1983,3316031.0,25855000000.0,7796.971741217136
PRI,1984,3350037.0,27747000000.0,8282.595087755748
PRI,1985,3382106.0,28319000000.0,8373.185228375454
PRI,1986,3413303.0,30630000000.0,8973.712559359657
PRI,1987,3444468.0,32136000000.0,9329.742648211568
PRI,1988,3474992.0,34228000000.0,9849.806848476197
PRI,1989,3505600.0,35919000000.0,10246.17754450023
PRI,1990,3536910.0,37277000000.0,10539.42565685867
PRI,1991,3562110.0,38136000000.0,10706.014132073406
PRI,1992,3585176.0,39877000000.0,11122.745438438727
PRI,1993,3615497.0,41729000000.0,11541.70505465777
PRI,1994,3649237.0,43475000000.0,11913.449304608059
PRI,1995,3683103.0,45453000000.0,12340.952723830964
PRI,1996,3724655.0,46953000000.0,12605.999750312443
PRI,1997,3759430.0,48549000000.0,12913.925781301954
PRI,1998,3781101.0,50103000000.0,13250.902316547481
PRI,1999,3800081.0,52207000000.0,13738.391365868252
PRI,2000,3814000.0,53826000000.0,14112.742527530152
PRI,2001,3838000.0,55010000000.0,14332.985930171964
PRI,2002,3858000.0,55285000000.0,14329.963711767756
PRI,2003,3877000.0,56170000000.0,14488.006190353366
PRI,2004,3894000.0,57069000000,14655.624036979969
PRI,2005,3911299.0,58610000000,14984.79149765845
PRI,2006,3927188.0,60075000000,15297.205023034292
PRI,2007,3942491.0,60375000000,15313.922086315479
PRI,2008,3957169.0,59651000000,15074.160340384757
PRI,2009,3966000,,
PRI,2030,4066000.0,,
PRK,1,,,
PRK,1000,,,
PRK,1500,,1518000000.0,
PRK,1600,,,
PRK,1700,,2315000000.0,
PRK,1820,4345000.0,2607000000.0,600.0
PRK,1821,,,
PRK,1822,,,
PRK,1823,,,
PRK,1824,,,
PRK,1825,,,
PRK,1826,,,
PRK,1827,,,
PRK,1828,,,
PRK,1829,,,
PRK,1830,,,
PRK,1831,,,
PRK,1832,,,
PRK,1833,,,
PRK,1834,,,
PRK,1835,,,
PRK,1836,,,
PRK,1837,,,
PRK,1838,,,
PRK,1839,,,
PRK,1840,,,
PRK,1841,,,
PRK,1842,,,
PRK,1843,,,
PRK,1844,,,
PRK,1845,,,
PRK,1846,,,
PRK,1847,,,
PRK,1848,,,
PRK,1849,,,
PRK,1850,,,
PRK,1851,,,
PRK,1852,,,
PRK,1853,,,
PRK,1854,,,
PRK,1855,,,
PRK,1856,,,
PRK,1857,,,
PRK,1858,,,
PRK,1859,,,
PRK,1860,,,
PRK,1861,,,
PRK,1862,,,
PRK,1863,,,
PRK,1864,,,
PRK,1865,,,
PRK,1866,,,
PRK,1867,,,
PRK,1868,,,
PRK,1869,,,
PRK,1870,4511000.0,2725000000.0,604.0789181999556
PRK,1871,,,
PRK,1872,,,
PRK,1873,,,
PRK,1874,,,
PRK,1875,,,
PRK,1876,,,
PRK,1877,,,
PRK,1878,,,
PRK,1879,,,
PRK,1880,,,
PRK,1881,,,
PRK,1882,,,
PRK,1883,,,
PRK,1884,,,
PRK,1885,,,
PRK,1886,,,
PRK,1887,,,
PRK,1888,,,
PRK,1889,,,
PRK,1890,,,
PRK,1891,,,
PRK,1892,,,
PRK,1893,,,
PRK,1894,,,
PRK,1895,,,
PRK,1896,,,
PRK,1897,,,
PRK,1898,,,
PRK,1899,,,
PRK,1900,,,
PRK,1901,,,
PRK,1902,,,
PRK,1903,,,
PRK,1904,,,
PRK,1905,,,
PRK,1906,,,
PRK,1907,,,
PRK,1908,,,
PRK,1909,,,
PRK,1910,,,
PRK,1911,,,
PRK,1912,,,
PRK,1913,4897000.0,4257000000.0,869.0
PRK,1914,,,
PRK,1915,,,
PRK,1916,,,
PRK,1917,,,
PRK,1918,,,
PRK,1919,,,
PRK,1920,,,
PRK,1921,,,
PRK,1922,,,
PRK,1923,,,
PRK,1924,,,
PRK,1925,,,
PRK,1926,,,
PRK,1927,,,
PRK,1928,,,
PRK,1929,,,
PRK,1930,,,
PRK,1931,,,
PRK,1932,,,
PRK,1933,,,
PRK,1934,,,
PRK,1935,,,
PRK,1936,,,
PRK,1937,,,
PRK,1938,,,
PRK,1939,,,
PRK,1940,,,
PRK,1941,,,
PRK,1942,,,
PRK,1943,,,
PRK,1944,,,
PRK,1945,,,
PRK,1946,,,
PRK,1947,,,
PRK,1948,,,
PRK,1949,,,
PRK,1950,9471140.0,8087000000.0,853.8570858418311
PRK,1951,9162410.0,6496000000.0,708.9837717369121
PRK,1952,8865488.0,6675000000.0,752.9196362343506
PRK,1953,8579873.0,8288000000.0,965.9816642973619
PRK,1954,8571805.0,8683000000.0,1012.9721803050816
PRK,1955,8839427.0,9316000000.0,1053.9144675327939
PRK,1956,9115740.0,9444000000.0,1036.0102416260227
PRK,1957,9411381.0,10230000000.0,1086.9818148898657
PRK,1958,9727435.0,10816000000.0,1111.9066845473653
PRK,1959,10054154.0,11260000000.0,1119.9351034408264
PRK,1960,10391909.0,11483000000.0,1104.9942796843197
PRK,1961,10651332.0,11972000000.0,1123.9908773851007
PRK,1962,10917494.0,12249000000.0,1121.9607723164308
PRK,1963,11209506.0,13295000000.0,1186.0469141102203
PRK,1964,11527887.0,14445000000.0,1253.0483687079861
PRK,1965,11868751.0,15370000000.0,1294.9972579254547
PRK,1966,12231860.0,17308000000.0,1414.993304370717
PRK,1967,12617009.0,18711000000.0,1482.99807030335
PRK,1968,13024159.0,21268000000.0,1632.9653223674559
PRK,1969,13454771.0,24743000000.0,1838.9759290589188
PRK,1970,13911902.0,27184000000.0,1954.0103143337267
PRK,1971,14364579.0,36229000000.0,2522.1066346601597
PRK,1972,14781241.0,37854000000.0,2560.9487051865267
PRK,1973,15160867.0,42819000000.0,2824.3107732559097
PRK,1974,15501464.0,44038000000.0,2840.892963400102
PRK,1975,15801308.0,44891000000.0,2840.9673427035277
PRK,1976,16069433.0,45652000000.0,2840.921642972717
PRK,1977,16325320.0,46379000000.0,2840.924404544597
PRK,1978,16579904.999999998,47104000000.0,2841.0295475155017
PRK,1979,16840290.0,47842000000.0,2840.9249484420993
PRK,1980,17113626.0,48621000000.0,2841.0694495719376
PRK,1981,17384008.0,49388000000.0,2841.0019139429755
PRK,1982,17647518.0,50138000000.0,2841.0794084471254
PRK,1983,17917990.0,50905000000.0,2840.999464783717
PRK,1984,18196000.0,51695000000.0,2841.0090129698833
PRK,1985,18481420.0,52505000000.0,2840.9613547011
PRK,1986,18772457.0,53331000000.0,2840.9174142734755
PRK,1987,19067554.0,54172000000.0,2841.0565927858393
PRK,1988,19371141.0,55033000000.0,2840.978752877799
PRK,1989,19687910.0,55934000000.0,2841.0328978545717
PRK,1990,20018546.0,56874000000.0,2841.0654799804147
PRK,1991,20361086.0,57846000000.0,2841.0075965496144
PRK,1992,20711375.0,53391000000.0,2577.858785329318
PRK,1993,21072651.0,53552000000.0,2541.3034174010663
PRK,1994,21328968.0,39468000000.0,1850.4411465196065
PRK,1995,21533979.0,32758000000.0,1521.2237366814559
PRK,1996,21605963.0,27091000000.0,1253.8668144530286
PRK,1997,21470453.0,25249000000.0,1175.9882290327082
PRK,1998,21204866.0,25130000000.0,1185.1053432735673
PRK,1999,21102088.0,25310000000.0,1199.4073761800255
PRK,2000,21263450.0,25310000000.0,1190.3054302100552
PRK,2001,21494731.0,25310000000.0,1177.497871455102
PRK,2002,21712136.0,25310000000.0,1165.7075103066784
PRK,2003,21898280.0,25310000000.0,1155.7985376020401
PRK,2004,22054479.0,25310000000,1147.61269128144
PRK,2005,22198568.0,25310000000,1140.1636357804703
PRK,2006,22331558.0,25310000000,1133.3736768388483
PRK,2007,22454218.0,25310000000,1127.1824295996414
PRK,2008,22565347.0,25310000000,1121.6313225761608
PRK,2009,22665000,,
PRK,2030,23623370.0,,
PRT,1,400000.0,180000000.0,450.0
PRT,1000,600000.0,255000000.0,425.0
PRT,1500,1000000.0,606000000.0,606.0
PRT,1600,1100000.0,814000000.0,740.0
PRT,1700,2000000.0,1638000000.0,819.0
PRT,1820,3297000.0,3043000000.0,922.9602669093116
PRT,1821,3316000.0,,
PRT,1822,3335000.0,,
PRT,1823,3354000.0,,
PRT,1824,3373000,,
PRT,1825,3393000.0,,
PRT,1826,3412000.0,,
PRT,1827,3432000.0,,
PRT,1828,3452000.0,,
PRT,1829,3472000.0,,
PRT,1830,3491000.0,,
PRT,1831,3512000.0,,
PRT,1832,3532000.0,,
PRT,1833,3552000.0,,
PRT,1834,3475000.0,,
PRT,1835,3595000.0,,
PRT,1836,3617000.0,,
PRT,1837,3639000.0,,
PRT,1838,3661000.0,,
PRT,1839,3683000.0,,
PRT,1840,3704000.0,,
PRT,1841,3715000.0,,
PRT,1842,3726000.0,,
PRT,1843,3738000.0,,
PRT,1844,3749000.0,,
PRT,1845,3760000.0,,
PRT,1846,3771000.0,,
PRT,1847,3783000.0,,
PRT,1848,3794000.0,,
PRT,1849,3804000.0,,
PRT,1850,3816000.0,3524000000.0,923.4800838574424
PRT,1851,3827000.0,3793000000.0,991.1157564672068
PRT,1852,3839000.0,,
PRT,1853,3850000.0,,
PRT,1854,3858000.0,,
PRT,1855,3867000.0,3552000000.0,918.5415050426687
PRT,1856,3875000.0,,
PRT,1857,3889000.0,,
PRT,1858,3925000.0,,
PRT,1859,3963000.0,,
PRT,1860,4000000.0,,
PRT,1861,4074000.0,3597000000.0,882.9160530191458
PRT,1862,4113000.0,,
PRT,1863,4131000.0,,
PRT,1864,4176000.0,,
PRT,1865,4201000.0,3745000000,891.4544156153297
PRT,1866,4226000.0,3887000000.0,919.7823000473261
PRT,1867,4251000.0,4000000000.0,940.9550693954363
PRT,1868,4276000.0,4042000000.0,945.2759588400374
PRT,1869,4302000.0,4148000000.0,964.2026964202697
PRT,1870,4327000.0,4219000000.0,975.0404437254449
PRT,1871,4353000.0,4061000000.0,932.9198254077647
PRT,1872,4379000.0,4179000000.0,954.3274720255766
PRT,1873,4405000.0,4353000000.0,988.1952326901248
PRT,1874,4431000.0,4282000000.0,966.3732791694877
PRT,1875,4458000.0,4277000000.0,959.3988335576493
PRT,1876,4484000.0,4177000000.0,931.5343443354149
PRT,1877,4511000.0,4372000000.0,969.1864331633784
PRT,1878,4538000.0,4375000000.0,964.0810929925077
PRT,1879,4571000.0,4384000000.0,959.0899146795012
PRT,1880,4610000.0,4367000000.0,947.2885032537961
PRT,1881,4651000.0,4513000000.0,970.328961513653
PRT,1882,4691000.0,4655000000.0,992.3257301215093
PRT,1883,4732000.0,4770000000.0,1008.0304311073543
PRT,1884,4773000.0,4934000000.0,1033.7314058244292
PRT,1885,4815000.0,5064000000.0,1051.7133956386292
PRT,1886,4857000.0,5343000000.0,1100.0617665225448
PRT,1887,4899000.0,5457000000.0,1113.9007960808328
PRT,1888,4942000.0,5523000000.0,1117.5637393767706
PRT,1889,4985000.0,5425000000.0,1088.2647943831494
PRT,1890,5028000.0,5671000000.0,1127.8838504375497
PRT,1891,5068000.0,5572000000.0,1099.4475138121547
PRT,1892,5104000.0,5548000000.0,1086.9905956112852
PRT,1893,5141000.0,5660000000.0,1100.9531219607081
PRT,1894,5178000.0,5587000000.0,1078.9880262649672
PRT,1895,5215000.0,5827000000.0,1117.3537871524447
PRT,1896,5252000.0,5908000000.0,1124.9047981721249
PRT,1897,5290000.0,6251000000.0,1181.6635160680528
PRT,1898,5327000.0,6469000000.0,1214.3795757461985
PRT,1899,5366000.0,6701000000.0,1248.7886693999255
PRT,1900,5404000.0,7037000000.0,1302.1835677276092
PRT,1901,5447000.0,6914000000.0,1269.3225628786488
PRT,1902,5494000.0,6954000000.0,1265.744448489261
PRT,1903,5541000.0,7054000000.0,1273.0554051615234
PRT,1904,5589000.0,7148000000.0,1278.9407765253175
PRT,1905,5637000.0,6950000000.0,1232.9253148838036
PRT,1906,5686000.0,6997000000.0,1230.5663032008442
PRT,1907,5735000.0,7165000000.0,1249.3461203138622
PRT,1908,5784000.0,7052000000.0,1219.2254495159061
PRT,1909,5834000.0,7048000000.0,1208.0905039424065
PRT,1910,5884000.0,7225000000.0,1227.906186267845
PRT,1911,5935000.0,7369000000.0,1241.6175231676496
PRT,1912,5964000.0,7494000000.0,1256.539235412475
PRT,1913,5972000.0,7467000000.0,1250.3348961821837
PRT,1914,5980000.0,7520000000.0,1257.5250836120401
PRT,1915,5988000.0,7352000000.0,1227.7889111556447
PRT,1916,5996000.0,7397000000.0,1233.6557705136756
PRT,1917,6005000.0,7281000000.0,1212.4895920066613
PRT,1918,6013000.0,6913000000.0,1149.6757026442708
PRT,1919,6021000.0,7064000000.0,1173.2270386978907
PRT,1920,6029000.0,7411000000.0,1229.22541051584
PRT,1921,6071000.0,7831000000.0,1289.902816669412
PRT,1922,6146000.0,8788000000.0,1429.8730881874392
PRT,1923,6223000.0,9169000000.0,1473.4051100755264
PRT,1924,6300000.0,8828000000.0,1401.2698412698412
PRT,1925,6378000.0,9223000000.0,1446.0645970523676
PRT,1926,6457000.0,9163000000.0,1419.0800681431006
PRT,1927,6538000.0,10772000000.0,1647.5986540226368
PRT,1928,6619000.0,9732000000.0,1470.3127360628494
PRT,1929,6701000.0,10789000000.0,1610.0582002686165
PRT,1930,6784000.0,10656000000.0,1570.754716981132
PRT,1931,6869000.0,11204000000.0,1631.096229436599
PRT,1932,6954000.0,11422000000.0,1642.5079091170549
PRT,1933,7040000.0,12194000000.0,1732.1022727272727
PRT,1934,7127000.0,12714000000.0,1783.9203030728218
PRT,1935,7216000.0,12041000000.0,1668.6529933481154
PRT,1936,7305000.0,11124000000.0,1522.792607802875
PRT,1937,7396000.0,12997000000.0,1757.30124391563
PRT,1938,7488000.0,13084000000.0,1747.3290598290598
PRT,1939,7581000.0,13259000000.0,1748.977707426461
PRT,1940,7675000.0,12396000000.0,1615.114006514658
PRT,1941,7757000.0,13551000000.0,1746.938249323192
PRT,1942,7826000.0,13369000000.0,1708.2800920010222
PRT,1943,7896000.0,14263000000.0,1806.3576494427557
PRT,1944,7967000.0,15079000000.0,1892.6823145475084
PRT,1945,8038000.0,14497000000.0,1803.5580990296094
PRT,1946,8110000.0,15635000000.0,1927.8668310727496
PRT,1947,8183000.0,16943000000.0,2070.5120371501894
PRT,1948,8256000.0,16894000000.0,2046.2693798449613
PRT,1949,8329000.0,17129000000.0,2056.5494056909592
PRT,1950,8442750.0,17615000000.0,2086.405495839626
PRT,1951,8490250.0,18404000000.0,2167.6629074526663
PRT,1952,8526050.0,18428000000.0,2161.3760182030364
PRT,1953,8578950.0,19714000000.0,2297.9502153526946
PRT,1954,8632100.0,20660000000.0,2393.3921062082227
PRT,1955,8692600.0,21512000000.0,2474.7486367715064
PRT,1956,8756000.0,22451000000.0,2564.070351758794
PRT,1957,8817650.0,23445000000.0,2658.871694839328
PRT,1958,8888550.0,23753000000.0,2672.3143819858133
PRT,1959,8961550.0,25039000000.0,2794.0479046593505
PRT,1960,9036700.0,26711000000.0,2955.835647968838
PRT,1961,9031200.0,28170000000.0,3119.1868190273717
PRT,1962,9019800.0,30040000000.0,3330.4507860484714
PRT,1963,9081600.0,31823000000.0,3504.1182170542634
PRT,1964,9122500.0,33921000000.0,3718.388599616333
PRT,1965,9128850.0,36446000000.0,3992.3977280818503
